segment_id	audio_filepath	duration	snr_db	vad_ratio	text_raw	text_clean	word_count	speaker_id
waxal_asr_a99bf798c3cf47f8950f731121864fd6	data/fulfulde_run/audio/waxal_asr_a99bf798c3cf47f8950f731121864fd6.wav	5.51	49.65	0.81	o wii : ko baa wii no, ko daa wii no, mi tikka mi naata ladde.	o wii ko baa wii no ko daa wii no mi tikka mi naata ladde	15	unknown
waxal_asr_0f8a1ce394b8492b949759627e0b9934	data/fulfulde_run/audio/waxal_asr_0f8a1ce394b8492b949759627e0b9934.wav	2.656	34.46	0.93	Yoo no gorko boo dayri?	yoo no gorko boo dayri	5	unknown
waxal_asr_0853943666b041ae8cbd3ba15f5cd306	data/fulfulde_run/audio/waxal_asr_0853943666b041ae8cbd3ba15f5cd306.wav	22.058	46.11	0.83	Suy debbo goo hokki poolel ɓinngel goo, poolel ɗon ɓiɗɗi haa bileeji ɗon fiira, ɗon fiira goo nii, yaali nder maayo nii non, suy yejjiti fiɗɗi bileehon muuɗum, suy ɓinngel do’’ake nder maayo, suy noorwa moɗi ɓinngel goo.	suy debbo goo hokki poolel ɓinngel goo poolel ɗon ɓiɗɗi haa bileeji ɗon fiira ɗon fiira goo nii yaali nder maayo nii non suy yejjiti fiɗɗi bileehon muuɗum suy ɓinngel do ake nder maayo suy noorwa moɗi ɓinngel goo	39	unknown
waxal_asr_5891509e32d546a4a2031d3c0a2100e5	data/fulfulde_run/audio/waxal_asr_5891509e32d546a4a2031d3c0a2100e5.wav	10.839	51.15	0.68	Baaba maagel boo bee na’i, jam bee puccu boo, innde maajum Mbuulu ɓe mbi’ata puccu maajum.	baaba maagel boo bee na i jam bee puccu boo innde maajum mbuulu ɓe mbi ata puccu maajum	18	unknown
waxal_asr_40992965327b4257912c04ea38927ac2	data/fulfulde_run/audio/waxal_asr_40992965327b4257912c04ea38927ac2.wav	3.98	52.98	0.73	to mi fisti ma Sammbo am a haɓɓatam;	to mi fisti ma sammbo am a haɓɓatam	8	unknown
waxal_asr_3e40bfaaad26428fb7bfc1db4e2f97de	data/fulfulde_run/audio/waxal_asr_3e40bfaaad26428fb7bfc1db4e2f97de.wav	2.46	52.03	0.8	ɗon saaɓna, ɗon saaɓna.	ɗon saaɓna ɗon saaɓna	4	unknown
waxal_asr_f1edb6d072004d1f8483450688482124	data/fulfulde_run/audio/waxal_asr_f1edb6d072004d1f8483450688482124.wav	4.173	30.02	0.94	haɓɓi ɗoo boo haa waddi haa kosɗe jey ɓaawo ɗoo,	haɓɓi ɗoo boo haa waddi haa kosɗe jey ɓaawo ɗoo	10	unknown
waxal_asr_68bd9ca168c64d9c999fb40f31458110	data/fulfulde_run/audio/waxal_asr_68bd9ca168c64d9c999fb40f31458110.wav	3.0	54.8	0.75	mo yeeso annoora laarataake;	mo yeeso annoora laarataake	4	unknown
waxal_asr_9862b7cd104345e39ace9646713d3204	data/fulfulde_run/audio/waxal_asr_9862b7cd104345e39ace9646713d3204.wav	6.42	47.74	0.8	ndimanammi njawdiri, njawdiri noonaandi mi yahrana cubboowo;	ndimanammi njawdiri njawdiri noonaandi mi yahrana cubboowo	7	unknown
waxal_asr_2efa9c3f85ed48a09d6e2eb618219fed	data/fulfulde_run/audio/waxal_asr_2efa9c3f85ed48a09d6e2eb618219fed.wav	7.697	37.99	0.9	Noorji goo ngurti haa nder ndiyam ngari kooci jiire goo njaari haa suudu muuɗum en.	noorji goo ngurti haa nder ndiyam ngari kooci jiire goo njaari haa suudu muuɗum en	15	unknown
waxal_asr_6faa15ef0d204e8db92d70d512c6af8a	data/fulfulde_run/audio/waxal_asr_6faa15ef0d204e8db92d70d512c6af8a.wav	9.346	46.77	0.84	Jam, kuuje keewi saare, o ɗon jooɗi maako kam sil nder dawla maako nii non, dawlaaji njaalti.	jam kuuje keewi saare o ɗon jooɗi maako kam sil nder dawla maako nii non dawlaaji njaalti	17	unknown
waxal_asr_10d71232fd9b40f0acd5228580e63855	data/fulfulde_run/audio/waxal_asr_10d71232fd9b40f0acd5228580e63855.wav	4.001	51.34	0.82	Jonta non ɗi nyiirti daaɗe goo kub!	jonta non ɗi nyiirti daaɗe goo kub	7	unknown
waxal_asr_f87789371beb496fac1665ece4209d47	data/fulfulde_run/audio/waxal_asr_f87789371beb496fac1665ece4209d47.wav	7.813	58.72	0.68	Lesdi wari haa cakaare, o wii kad doo : suka njaala mi njala mi;	lesdi wari haa cakaare o wii kad doo suka njaala mi njala mi	13	unknown
waxal_asr_1afa19cfea90462e99cab543fdaf0b3e	data/fulfulde_run/audio/waxal_asr_1afa19cfea90462e99cab543fdaf0b3e.wav	7.327	50.61	0.62	Jamwaali ɗon o efti maayɗo o yehi o wudinoyi.	jamwaali ɗon o efti maayɗo o yehi o wudinoyi	9	unknown
waxal_asr_a25c0e361f2240a7857b4fae264bbf46	data/fulfulde_run/audio/waxal_asr_a25c0e361f2240a7857b4fae264bbf46.wav	3.321	50.09	0.82	Ndaa jaɓanam ɗoo boo haa mi loro.	ndaa jaɓanam ɗoo boo haa mi loro	7	unknown
waxal_asr_bd35af3079454a7b80bb6a55a36a3228	data/fulfulde_run/audio/waxal_asr_bd35af3079454a7b80bb6a55a36a3228.wav	4.016	45.67	0.73	O wii : miin kam kosɗe ɗiɗi ngaddumi.	o wii miin kam kosɗe ɗiɗi ngaddumi	7	unknown
waxal_asr_f0430ec48c0640329c845a2c887676c5	data/fulfulde_run/audio/waxal_asr_f0430ec48c0640329c845a2c887676c5.wav	5.561	46.66	0.81	Kaŋum ma to fisti ngu haa yarna ɗoo, haɓre nii non non.	kaŋum ma to fisti ngu haa yarna ɗoo haɓre nii non non	12	unknown
waxal_asr_9c2a8ae5c9d94d2ca76c5b03bd177376	data/fulfulde_run/audio/waxal_asr_9c2a8ae5c9d94d2ca76c5b03bd177376.wav	4.45	38.58	0.85	Booɗɗum, huucu jamwaali ngara haa laɓaayam.	booɗɗum huucu jamwaali ngara haa laɓaayam	6	unknown
waxal_asr_e39ae609ea774abf9141e7017d3b9009	data/fulfulde_run/audio/waxal_asr_e39ae609ea774abf9141e7017d3b9009.wav	5.994	46.35	0.81	Jam, mo ɗon yaha goo non, mo yehi joldude Lumba- lumba goo,	jam mo ɗon yaha goo non mo yehi joldude lumba- lumba goo	12	unknown
waxal_asr_1a5452368bf3499799f0f59e2215d3bb	data/fulfulde_run/audio/waxal_asr_1a5452368bf3499799f0f59e2215d3bb.wav	3.24	59.4	0.73	Jam, ɓe njaari mo kadi, o wii yoo :	jam ɓe njaari mo kadi o wii yoo	8	unknown
waxal_asr_1360516e63ba484b98288e6ece0d6044	data/fulfulde_run/audio/waxal_asr_1360516e63ba484b98288e6ece0d6044.wav	8.328	43.92	0.81	Ɓe mbari ɗum ɓe pe’’i ɗum kele kele kele ɓe caɓɓini nder weendu ɓe ndilli.	ɓe mbari ɗum ɓe pe i ɗum kele kele kele ɓe caɓɓini nder weendu ɓe ndilli	16	unknown
waxal_asr_0b8e6635dcfb474db123623a84bfffac	data/fulfulde_run/audio/waxal_asr_0b8e6635dcfb474db123623a84bfffac.wav	4.839	44.16	0.89	Suy gorko wari nii, gorko yotti non wii :	suy gorko wari nii gorko yotti non wii	8	unknown
waxal_asr_f249aaf88d07411b889adf31daa08d7a	data/fulfulde_run/audio/waxal_asr_f249aaf88d07411b889adf31daa08d7a.wav	6.097	52.22	0.82	Jam, baaba goo seeri yaadikko goo, hooci daada wartiri;	jam baaba goo seeri yaadikko goo hooci daada wartiri	9	unknown
waxal_asr_000c0096d26b4993b6e5a59ed7714012	data/fulfulde_run/audio/waxal_asr_000c0096d26b4993b6e5a59ed7714012.wav	17.527	50.98	0.81	Ɓiira ɓinngel laamɗo debbo laamɗo goo doggi yehi do’’i dow kuturuujo goo, ɓinnngel laamɗo oo goo boo doggi yehi do’’oyi dow laamɗo, ɓe mbii : naa a yii duu, naa a yii duu.	ɓiira ɓinngel laamɗo debbo laamɗo goo doggi yehi do i dow kuturuujo goo ɓinnngel laamɗo oo goo boo doggi yehi do oyi dow laamɗo ɓe mbii naa a yii duu naa a yii duu	34	unknown
waxal_asr_2c4ddc75e1934fb0b9c8523cb2b65f0d	data/fulfulde_run/audio/waxal_asr_2c4ddc75e1934fb0b9c8523cb2b65f0d.wav	3.96	27.67	0.94	Wayyo maama am’en noorji ngare ngideeyam!	wayyo maama am en noorji ngare ngideeyam	7	unknown
waxal_asr_610624de170d43ce9899877a746e093c	data/fulfulde_run/audio/waxal_asr_610624de170d43ce9899877a746e093c.wav	19.065	48.73	0.76	Ɓe ngaroyi ɓe tawi mbooɗga ɗon waali, her o wari mbooɗga goo, o wallini paɗe maako, o hoo’i jaaral o tuggi dow paɗe, o waɗɗi laɓel o ɗisi, o wa’’iti lekki ba naane bee adda.	ɓe ngaroyi ɓe tawi mbooɗga ɗon waali her o wari mbooɗga goo o wallini paɗe maako o hoo i jaaral o tuggi dow paɗe o waɗɗi laɓel o ɗisi o wa iti lekki ba naane bee adda	37	unknown
waxal_asr_acddf8baaabc41c5b8d9d8975e591edf	data/fulfulde_run/audio/waxal_asr_acddf8baaabc41c5b8d9d8975e591edf.wav	5.04	54.43	0.62	Debbo danyi ɓinngel, ɓe inndi ngel Kennderel.	debbo danyi ɓinngel ɓe inndi ngel kennderel	7	unknown
waxal_asr_1ba4c64311d64fe6b73b297bcf5a401f	data/fulfulde_run/audio/waxal_asr_1ba4c64311d64fe6b73b297bcf5a401f.wav	6.46	44.55	0.71	O wii : ndaa ɗoo nii, ɓe uwi ngel, laamɗo goo jeeɗi.	o wii ndaa ɗoo nii ɓe uwi ngel laamɗo goo jeeɗi	11	unknown
waxal_asr_3262ef62bff2479aa9d88ada0fac6953	data/fulfulde_run/audio/waxal_asr_3262ef62bff2479aa9d88ada0fac6953.wav	4.504	37.01	0.88	njolli Mbuulu maako nder beembal kuroori.	njolli mbuulu maako nder beembal kuroori	6	unknown
waxal_asr_6314a8ccc7514fca96ac6688cf1b55db	data/fulfulde_run/audio/waxal_asr_6314a8ccc7514fca96ac6688cf1b55db.wav	4.08	55.84	0.54	taa saala non bee kumpa kam.	taa saala non bee kumpa kam	6	unknown
waxal_asr_1736ca1e28ea4cfd8ec34d848702efe3	data/fulfulde_run/audio/waxal_asr_1736ca1e28ea4cfd8ec34d848702efe3.wav	7.097	33.05	0.91	Noorwa hooci jiire goo ɗon eerina nder ndiyam goo kadi haa yaara mo haa gaɗa :	noorwa hooci jiire goo ɗon eerina nder ndiyam goo kadi haa yaara mo haa gaɗa	15	unknown
waxal_asr_b0ac3c1edd67434aa4b029f89b4c5733	data/fulfulde_run/audio/waxal_asr_b0ac3c1edd67434aa4b029f89b4c5733.wav	4.38	49.44	0.82	Baaba maako wii : kay! a waɗi kuugal, a waɗi kuugal.	baaba maako wii kay a waɗi kuugal a waɗi kuugal	10	unknown
waxal_asr_4b600c163d7a41a1b7fa64cdf2981023	data/fulfulde_run/audio/waxal_asr_4b600c163d7a41a1b7fa64cdf2981023.wav	2.769	40.75	0.83	Ndaa ngol too, ndaa ngol ɗoo.	ndaa ngol too ndaa ngol ɗoo	6	unknown
waxal_asr_8e90e90fbcda4110b5d51dac1d073a4f	data/fulfulde_run/audio/waxal_asr_8e90e90fbcda4110b5d51dac1d073a4f.wav	5.298	53.07	0.8	Kad doo ɓinngel goo wi’a mo yoo : suka njaala mi njala mi;	kad doo ɓinngel goo wi a mo yoo suka njaala mi njala mi	13	unknown
waxal_asr_3cc777dfc4ed45e28d4fb8c7ba5d344e	data/fulfulde_run/audio/waxal_asr_3cc777dfc4ed45e28d4fb8c7ba5d344e.wav	4.8	51.52	0.77	Yehi fotti bee mukoy ɗiɗi : ɓinngel to njaata?	yehi fotti bee mukoy ɗiɗi ɓinngel to njaata	8	unknown
waxal_asr_1e595b96c5b743ed83e3bbb7fd3dc3d0	data/fulfulde_run/audio/waxal_asr_1e595b96c5b743ed83e3bbb7fd3dc3d0.wav	12.54	46.98	0.83	O fotti bee mukoy jowi : ɓinngel to njahta? Mi mooroyto haa mututu gojoowa, ɗume ndildoton yam, ayyee dile, ayyee innu nii ko’e jowi?	o fotti bee mukoy jowi ɓinngel to njahta mi mooroyto haa mututu gojoowa ɗume ndildoton yam ayyee dile ayyee innu nii ko e jowi	24	unknown
waxal_asr_f2f327725bbc456db40232770496c022	data/fulfulde_run/audio/waxal_asr_f2f327725bbc456db40232770496c022.wav	2.64	35.79	0.9	mo kooli balitte ngarmi laargo;	mo kooli balitte ngarmi laargo	5	unknown
waxal_asr_d7d8d913332b49f1bb4df98f426fef14	data/fulfulde_run/audio/waxal_asr_d7d8d913332b49f1bb4df98f426fef14.wav	11.656	46.66	0.83	Jam, o dilli jahaangal goo o ɗali ɓinngel goo. Yaadikko goo ɗon hokka ngel kuuje ngel ɗon nyaama, ngel ɗon nyaama,	jam o dilli jahaangal goo o ɗali ɓinngel goo yaadikko goo ɗon hokka ngel kuuje ngel ɗon nyaama ngel ɗon nyaama	21	unknown
waxal_asr_b15ce77c50ed41e790e06ffe275e5ddc	data/fulfulde_run/audio/waxal_asr_b15ce77c50ed41e790e06ffe275e5ddc.wav	4.8	56.29	0.76	Jam, o wi’ata : goram Ibiraahim ngarmi laargo;	jam o wi ata goram ibiraahim ngarmi laargo	8	unknown
waxal_asr_330d2e021686455085be6cb6d10c8e64	data/fulfulde_run/audio/waxal_asr_330d2e021686455085be6cb6d10c8e64.wav	3.206	46.56	0.82	Asee an watta kuugal ban nii ɗoo?	asee an watta kuugal ban nii ɗoo	7	unknown
waxal_asr_2dec66091dec4e5296cbe952926c8318	data/fulfulde_run/audio/waxal_asr_2dec66091dec4e5296cbe952926c8318.wav	6.781	41.67	0.89	ɓiira ɓe nanngi mo ɓe do’’i mo ɗon, ɓe ceeki reedu maako, ɓe kooci ɓinngel goo.	ɓiira ɓe nanngi mo ɓe do i mo ɗon ɓe ceeki reedu maako ɓe kooci ɓinngel goo	17	unknown
waxal_asr_46c7d19efd294c6db326e097d5851d59	data/fulfulde_run/audio/waxal_asr_46c7d19efd294c6db326e097d5851d59.wav	13.247	43.06	0.87	O yehi o ɗaɓɓitoyi, o yehi o ƴamoyi ɓe mbii mo : ɗaɓɓitit njawdi mbaala, o ɗaɓɓiti njawdi mbaala o wari, o hoo’i njawdi mbaala o waddi saare.	o yehi o ɗaɓɓitoyi o yehi o ƴamoyi ɓe mbii mo ɗaɓɓitit njawdi mbaala o ɗaɓɓiti njawdi mbaala o wari o hoo i njawdi mbaala o waddi saare	28	unknown
waxal_asr_72e6750050f3475d82e1e0e81ff6c221	data/fulfulde_run/audio/waxal_asr_72e6750050f3475d82e1e0e81ff6c221.wav	3.097	48.19	0.83	Yahu Sato ɓinngel am, yahu sato;	yahu sato ɓinngel am yahu sato	6	unknown
waxal_asr_708beaf5d9b44996b40d072d0e36c3b7	data/fulfulde_run/audio/waxal_asr_708beaf5d9b44996b40d072d0e36c3b7.wav	11.39	50.12	0.79	To ɓe ngii o dilli nii, ɓe koo’a gaaraaji palleeji ɓe taarta nii ɓe kaɓɓana mo ɗi, taata ɓe kaɓɓira caatuɗum.	to ɓe ngii o dilli nii ɓe koo a gaaraaji palleeji ɓe taarta nii ɓe kaɓɓana mo ɗi taata ɓe kaɓɓira caatuɗum	22	unknown
waxal_asr_c39f087ee34f4a9e9d49a0b10ffc830e	data/fulfulde_run/audio/waxal_asr_c39f087ee34f4a9e9d49a0b10ffc830e.wav	2.521	40.88	0.86	haa o yejjita ka fuu nii,	haa o yejjita ka fuu nii	6	unknown
waxal_asr_0ea0f108611f452bac505aae3573107c	data/fulfulde_run/audio/waxal_asr_0ea0f108611f452bac505aae3573107c.wav	7.5	47.17	0.74	Ɓe njehi ɓe ɗon ngogga tummugel goo e hunnduko non, nga yibbiti.	ɓe njehi ɓe ɗon ngogga tummugel goo e hunnduko non nga yibbiti	12	unknown
waxal_asr_974b81c149f24996af2e5331998d3064	data/fulfulde_run/audio/waxal_asr_974b81c149f24996af2e5331998d3064.wav	3.087	40.77	0.89	e noy mbi’ata to ɗi ɗon ngara?	e noy mbi ata to ɗi ɗon ngara	8	unknown
waxal_asr_ba0c18d73275448fa73f2557bdfd82ab	data/fulfulde_run/audio/waxal_asr_ba0c18d73275448fa73f2557bdfd82ab.wav	9.606	55.74	0.76	Yoo, doggu yah, aan kam a faami, an woni innu goonga, doggu yah, to mi dilli kadi;	yoo doggu yah aan kam a faami an woni innu goonga doggu yah to mi dilli kadi	17	unknown
waxal_asr_1a0627edbf68498db8beebe037f738c5	data/fulfulde_run/audio/waxal_asr_1a0627edbf68498db8beebe037f738c5.wav	8.796	50.56	0.78	Yoo, suy poolel goo yehi haa luggere, dari ɗon yima fahin : luggere fuɗa ɓoore;	yoo suy poolel goo yehi haa luggere dari ɗon yima fahin luggere fuɗa ɓoore	14	unknown
waxal_asr_154a6037bb7946e88eb4eb226fad6508	data/fulfulde_run/audio/waxal_asr_154a6037bb7946e88eb4eb226fad6508.wav	4.331	50.97	0.76	Ɓe njooɗi nyalɗe tati paɓɓi, ɗi cankiti;	ɓe njooɗi nyalɗe tati paɓɓi ɗi cankiti	7	unknown
waxal_asr_68d6004ec593454ba865877b5f0b4aa4	data/fulfulde_run/audio/waxal_asr_68d6004ec593454ba865877b5f0b4aa4.wav	4.005	41.34	0.86	mi yottini nelal ma, mi yottini nelal ma;	mi yottini nelal ma mi yottini nelal ma	8	unknown
waxal_asr_4673e129d4b9447183507d53dc38fc1c	data/fulfulde_run/audio/waxal_asr_4673e129d4b9447183507d53dc38fc1c.wav	7.189	33.36	0.91	Ɓiira haa yimɓe goo pat, rewɓe wuro goo pat gardidi ndiyam e juldude.	ɓiira haa yimɓe goo pat rewɓe wuro goo pat gardidi ndiyam e juldude	13	unknown
waxal_asr_de696ef34a8b43f78ddc103982d2feef	data/fulfulde_run/audio/waxal_asr_de696ef34a8b43f78ddc103982d2feef.wav	2.525	52.02	0.7	ɗon ɗon tawnoomi ɗe.	ɗon ɗon tawnoomi ɗe	4	unknown
waxal_asr_d044ce0bce5744c39c5b14f48101c7e7	data/fulfulde_run/audio/waxal_asr_d044ce0bce5744c39c5b14f48101c7e7.wav	13.412	54.41	0.75	Go’’oore man, o tawi leeɓol nyoli, ɗiɗaɓre man o tawi waɗi gilɗi, tataɓre man o tawi nga tamake, nayaɓre man mo tawi ɓinngel	go oore man o tawi leeɓol nyoli ɗiɗaɓre man o tawi waɗi gilɗi tataɓre man o tawi nga tamake nayaɓre man mo tawi ɓinngel	24	unknown
waxal_asr_10fafc78ea9544b894bd3ad4edc6669f	data/fulfulde_run/audio/waxal_asr_10fafc78ea9544b894bd3ad4edc6669f.wav	8.025	41.41	0.88	Naa taa o haɓɓammi ɗon miin boo, jam, o walli ɓinngel goo kuugal ɓe ndefi;	naa taa o haɓɓammi ɗon miin boo jam o walli ɓinngel goo kuugal ɓe ndefi	15	unknown
waxal_asr_82e916ef6a5043afb49a028602ae4d33	data/fulfulde_run/audio/waxal_asr_82e916ef6a5043afb49a028602ae4d33.wav	2.58	48.49	0.83	Ɓe mba’’i bee adda, ɓe jippi.	ɓe mba i bee adda ɓe jippi	7	unknown
waxal_asr_0a1a224d0cbd47fcb3d436c8af25e0ac	data/fulfulde_run/audio/waxal_asr_0a1a224d0cbd47fcb3d436c8af25e0ac.wav	4.679	40.56	0.88	o ɓofti kurupi o waatani puldebbo nder ngaska ton,	o ɓofti kurupi o waatani puldebbo nder ngaska ton	9	unknown
waxal_asr_0cb3346c7d5d418f8053b76829608b74	data/fulfulde_run/audio/waxal_asr_0cb3346c7d5d418f8053b76829608b74.wav	4.05	49.58	0.77	Sanndi Nanndere goo wii : ɓinngel to njaata?	sanndi nanndere goo wii ɓinngel to njaata	7	unknown
waxal_asr_156a2fc6242644e9b01607456ac5314c	data/fulfulde_run/audio/waxal_asr_156a2fc6242644e9b01607456ac5314c.wav	9.601	41.4	0.87	Dawaaɗi baaba maako jowi, har jowi ɗoo o wii to o dilli ɓe kaɓɓira ɗi pallelwol taata ɓe kaɓɓira daande.	dawaaɗi baaba maako jowi har jowi ɗoo o wii to o dilli ɓe kaɓɓira ɗi pallelwol taata ɓe kaɓɓira daande	20	unknown
waxal_asr_b5b76795472642c2b3d3cc3082a54e95	data/fulfulde_run/audio/waxal_asr_b5b76795472642c2b3d3cc3082a54e95.wav	10.682	47.25	0.84	Suy ɓe ɗaɓɓiti yimɓe law-law ndilli ladde njehi kooci gorko goo, ɓe efti ɓe ngartiri saare ɓe mballini gorko.	suy ɓe ɗaɓɓiti yimɓe law-law ndilli ladde njehi kooci gorko goo ɓe efti ɓe ngartiri saare ɓe mballini gorko	19	unknown
waxal_asr_8c90c2a0864541caaa83cd8ed5ec647f	data/fulfulde_run/audio/waxal_asr_8c90c2a0864541caaa83cd8ed5ec647f.wav	2.607	44.96	0.88	Jiire ɗon ila, ɗon woya kadi :	jiire ɗon ila ɗon woya kadi	6	unknown
waxal_asr_f8b3b4ce5f96473d8b3f06e9f08e8e14	data/fulfulde_run/audio/waxal_asr_f8b3b4ce5f96473d8b3f06e9f08e8e14.wav	6.0	46.95	0.81	puldebbo goo fuuti, o fuuti non nii, ndoondi ƴummi fiiri dow,	puldebbo goo fuuti o fuuti non nii ndoondi ƴummi fiiri dow	11	unknown
waxal_asr_5d20994c5e8f4c9db4f88c6aff67e153	data/fulfulde_run/audio/waxal_asr_5d20994c5e8f4c9db4f88c6aff67e153.wav	4.38	56.97	0.56	Jam, mo dilli, ka waati	jam mo dilli ka waati	5	unknown
waxal_asr_7b2d3e6751ff48bf9678e4c3c5cb0efe	data/fulfulde_run/audio/waxal_asr_7b2d3e6751ff48bf9678e4c3c5cb0efe.wav	8.525	49.57	0.84	oh ɓe cemtan hannde, aa’a ngiɗaa non, cafti, hunnde fuu naa ƴaawan, naa ƴaawi.	oh ɓe cemtan hannde aa a ngiɗaa non cafti hunnde fuu naa ƴaawan naa ƴaawi	15	unknown
waxal_asr_aa1ca08dcc934f2cbaab0e9f013e66e6	data/fulfulde_run/audio/waxal_asr_aa1ca08dcc934f2cbaab0e9f013e66e6.wav	4.595	47.56	0.81	Mi tikka mi nasta ladde, mi tufan, o ɗon tufa jiire.	mi tikka mi nasta ladde mi tufan o ɗon tufa jiire	11	unknown
waxal_asr_75225762a50e402b91098e4e7f81c634	data/fulfulde_run/audio/waxal_asr_75225762a50e402b91098e4e7f81c634.wav	9.11	51.68	0.71	Oo wi’a yoo : miin wari waɗi ɗum, oo boo wi’a miin wari waɗi, oo boo wi’a miin wari waɗi.	oo wi a yoo miin wari waɗi ɗum oo boo wi a miin wari waɗi oo boo wi a miin wari waɗi	22	unknown
waxal_asr_23516b0c815f4d9cbb067e021b369636	data/fulfulde_run/audio/waxal_asr_23516b0c815f4d9cbb067e021b369636.wav	3.943	44.14	0.88	Nden ɓe loorto ɓe loowa nyaande nder ton.	nden ɓe loorto ɓe loowa nyaande nder ton	8	unknown
waxal_asr_7f065f8ea386459897b6ce4973535bd5	data/fulfulde_run/audio/waxal_asr_7f065f8ea386459897b6ce4973535bd5.wav	4.74	38.94	0.89	doore’en ɗon ngaɗa, mudaŋ’en boo ɗon ngaɗa.	doore en ɗon ngaɗa mudaŋ en boo ɗon ngaɗa	9	unknown
waxal_asr_7dd6ac3c32db4da4b96026811f0365ed	data/fulfulde_run/audio/waxal_asr_7dd6ac3c32db4da4b96026811f0365ed.wav	20.288	55.7	0.73	Buubel ɓuuti golel, celɓol tuppi, jigaawal wari yari ɓorɗe wostani waande, waande filnyiti, yibbi dow huunyaare, huunyaare fuuti, ladde jaɓi, ƴeende toɓi, maayo waddi.	buubel ɓuuti golel celɓol tuppi jigaawal wari yari ɓorɗe wostani waande waande filnyiti yibbi dow huunyaare huunyaare fuuti ladde jaɓi ƴeende toɓi maayo waddi	24	unknown
waxal_asr_dab255e94c5c47559e24aa0db9259092	data/fulfulde_run/audio/waxal_asr_dab255e94c5c47559e24aa0db9259092.wav	9.42	56.44	0.79	Yoo, doggu yaah, aan kam a faami, an woni innu goonga, doggu yah, to mi dilli kadi;	yoo doggu yaah aan kam a faami an woni innu goonga doggu yah to mi dilli kadi	17	unknown
waxal_asr_b30139ec1baf4c8490e82c4d73ecd6be	data/fulfulde_run/audio/waxal_asr_b30139ec1baf4c8490e82c4d73ecd6be.wav	22.62	50.81	0.86	Nde ɗi njottoyi caka cak ladde, mbarooga goo hoocoyi ɓinngel goo ɓe ndillidi haa nder ladde ɓe nyiɓi, ɓe ngaddana ɓinngel goo, ɓe ngaddana ɗum lelji nyaama, kuuje fuu nyaama, ɓe ngaddana ngel ngel nyaama, ɗume fuu ngel nyaama;	nde ɗi njottoyi caka cak ladde mbarooga goo hoocoyi ɓinngel goo ɓe ndillidi haa nder ladde ɓe nyiɓi ɓe ngaddana ɓinngel goo ɓe ngaddana ɗum lelji nyaama kuuje fuu nyaama ɓe ngaddana ngel ngel nyaama ɗume fuu ngel nyaama	39	unknown
waxal_asr_7e4375ecc4dd43a1ad65eb555b6aadfd	data/fulfulde_run/audio/waxal_asr_7e4375ecc4dd43a1ad65eb555b6aadfd.wav	12.221	47.9	0.71	ɗum ɗoo, mbofofa o hokka, o hokka ɓe, ɓe ndaara : siwaa siwaa siwaa tawon, en accu mo o ƴakka noome.	ɗum ɗoo mbofofa o hokka o hokka ɓe ɓe ndaara siwaa siwaa siwaa tawon en accu mo o ƴakka noome	20	unknown
waxal_asr_1d894050523b4bf38f2a5c6baac0db8e	data/fulfulde_run/audio/waxal_asr_1d894050523b4bf38f2a5c6baac0db8e.wav	11.554	52.22	0.77	Oh jonta ɗoo kam sak ɓe mba’’tirta, ɓe mbaaga ɓe mbaaga nder suudu haa towa ɓe puufa lekki.	oh jonta ɗoo kam sak ɓe mba tirta ɓe mbaaga ɓe mbaaga nder suudu haa towa ɓe puufa lekki	19	unknown
waxal_asr_6413028001534f6a87233004e215fd85	data/fulfulde_run/audio/waxal_asr_6413028001534f6a87233004e215fd85.wav	21.627	52.68	0.74	Suy, nde o dilli goo, jemma waɗi, laamɗo ewni maccuɓe koo’i juɗe leɗɗe cokki nder ton, dow ɓikkon goo njaɓni; ɓikkoy : wayyoo baaba min! Baaba min! Ɓiira baaba moyjo? Hannde a waati.	suy nde o dilli goo jemma waɗi laamɗo ewni maccuɓe koo i juɗe leɗɗe cokki nder ton dow ɓikkon goo njaɓni ɓikkoy wayyoo baaba min baaba min ɓiira baaba moyjo hannde a waati	33	unknown
waxal_asr_5f20c51a594443b693511418ccd2e182	data/fulfulde_run/audio/waxal_asr_5f20c51a594443b693511418ccd2e182.wav	9.045	47.37	0.8	O yehi o tawi ngilngu ngootu, o yehi o wii mallumjo, mallumjo wii mo o acca fahin.	o yehi o tawi ngilngu ngootu o yehi o wii mallumjo mallumjo wii mo o acca fahin	17	unknown
waxal_asr_eecd05879e0f403aac4aaf17c9946059	data/fulfulde_run/audio/waxal_asr_eecd05879e0f403aac4aaf17c9946059.wav	4.999	42.11	0.89	Taalel taatel, kuɗel gombel, caka fellere maama jaɓoowo;	taalel taatel kuɗel gombel caka fellere maama jaɓoowo	8	unknown
waxal_asr_49be804678d84e7fb53e942c5a3e773a	data/fulfulde_run/audio/waxal_asr_49be804678d84e7fb53e942c5a3e773a.wav	8.901	44.63	0.86	mi yahan mi mooroyo haa mututu gojoowa, yaadikko am mo wii mi mooroyo haa mututu gojoowa,	mi yahan mi mooroyo haa mututu gojoowa yaadikko am mo wii mi mooroyo haa mututu gojoowa	16	unknown
waxal_asr_042d8e5b6e5f43abb99dd55c5ccf6884	data/fulfulde_run/audio/waxal_asr_042d8e5b6e5f43abb99dd55c5ccf6884.wav	4.54	51.0	0.8	O wardi na’i, o wardi lutti sey adda maako.	o wardi na i o wardi lutti sey adda maako	10	unknown
